name;address;category;public_status;verification_status;osm_type;osm_id;latitude;longitude;official_evidence;yandex_maps_search;2gis_search;google_maps_search;note
Больница для детей с поражением ЦНС;Адрес уточняется в агрегаторах/официальном источнике;hospital;кандидат: московское государственное учреждение;требуется подтверждение по официальному сайту и агрегаторам;relation;6913092;55.8688777;37.5233555;"См. реестр/официальный сайт медицинской организации; автоматическая классификация не является подтверждением.";https://yandex.ru/maps/?text=%D0%91%D0%BE%D0%BB%D1%8C%D0%BD%D0%B8%D1%86%D0%B0%20%D0%B4%D0%BB%D1%8F%20%D0%B4%D0%B5%D1%82%D0%B5%D0%B9%20%D1%81%20%D0%BF%D0%BE%D1%80%D0%B0%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5%D0%BC%20%D0%A6%D0%9D%D0%A1%2C%20%D0%90%D0%B4%D1%80%D0%B5%D1%81%20%D1%83%D1%82%D0%BE%D1%87%D0%BD%D1%8F%D0%B5%D1%82%D1%81%D1%8F%20%D0%B2%20%D0%B0%D0%B3%D1%80%D0%B5%D0%B3%D0%B0%D1%82%D0%BE%D1%80%D0%B0%D1%85/%D0%BE%D1%84%D0%B8%D1%86%D0%B8%D0%B0%D0%BB%D1%8C%D0%BD%D0%BE%D0%BC%20%D0%B8%D1%81%D1%82%D0%BE%D1%87%D0%BD%D0%B8%D0%BA%D0%B5%2C%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0;https://2gis.ru/moscow/search/%D0%91%D0%BE%D0%BB%D1%8C%D0%BD%D0%B8%D1%86%D0%B0%20%D0%B4%D0%BB%D1%8F%20%D0%B4%D0%B5%D1%82%D0%B5%D0%B9%20%D1%81%20%D0%BF%D0%BE%D1%80%D0%B0%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5%D0%BC%20%D0%A6%D0%9D%D0%A1%2C%20%D0%90%D0%B4%D1%80%D0%B5%D1%81%20%D1%83%D1%82%D0%BE%D1%87%D0%BD%D1%8F%D0%B5%D1%82%D1%81%D1%8F%20%D0%B2%20%D0%B0%D0%B3%D1%80%D0%B5%D0%B3%D0%B0%D1%82%D0%BE%D1%80%D0%B0%D1%85/%D0%BE%D1%84%D0%B8%D1%86%D0%B8%D0%B0%D0%BB%D1%8C%D0%BD%D0%BE%D0%BC%20%D0%B8%D1%81%D1%82%D0%BE%D1%87%D0%BD%D0%B8%D0%BA%D0%B5%2C%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0;https://www.google.com/maps/search/?api=1&query=%D0%91%D0%BE%D0%BB%D1%8C%D0%BD%D0%B8%D1%86%D0%B0%20%D0%B4%D0%BB%D1%8F%20%D0%B4%D0%B5%D1%82%D0%B5%D0%B9%20%D1%81%20%D0%BF%D0%BE%D1%80%D0%B0%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5%D0%BC%20%D0%A6%D0%9D%D0%A1%2C%20%D0%90%D0%B4%D1%80%D0%B5%D1%81%20%D1%83%D1%82%D0%BE%D1%87%D0%BD%D1%8F%D0%B5%D1%82%D1%81%D1%8F%20%D0%B2%20%D0%B0%D0%B3%D1%80%D0%B5%D0%B3%D0%B0%D1%82%D0%BE%D1%80%D0%B0%D1%85/%D0%BE%D1%84%D0%B8%D1%86%D0%B8%D0%B0%D0%BB%D1%8C%D0%BD%D0%BE%D0%BC%20%D0%B8%D1%81%D1%82%D0%BE%D1%87%D0%BD%D0%B8%D0%BA%D0%B5%2C%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0;"Источник координат: OpenStreetMap. Ссылки ведут к поиску в трёх агрегаторах; не означают автоматическое подтверждение карточки."
Больница № 50;улица Вучетича, 21;hospital;кандидат: московское государственное учреждение;требуется подтверждение по официальному сайту и агрегаторам;relation;12231190;55.8112969;37.5553122;"См. реестр/официальный сайт медицинской организации; автоматическая классификация не является подтверждением.";https://yandex.ru/maps/?text=%D0%91%D0%BE%D0%BB%D1%8C%D0%BD%D0%B8%D1%86%D0%B0%20%E2%84%96%2050%2C%20%D1%83%D0%BB%D0%B8%D1%86%D0%B0%20%D0%92%D1%83%D1%87%D0%B5%D1%82%D0%B8%D1%87%D0%B0%2C%2021%2C%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0;https://2gis.ru/moscow/search/%D0%91%D0%BE%D0%BB%D1%8C%D0%BD%D0%B8%D1%86%D0%B0%20%E2%84%96%2050%2C%20%D1%83%D0%BB%D0%B8%D1%86%D0%B0%20%D0%92%D1%83%D1%87%D0%B5%D1%82%D0%B8%D1%87%D0%B0%2C%2021%2C%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0;https://www.google.com/maps/search/?api=1&query=%D0%91%D0%BE%D0%BB%D1%8C%D0%BD%D0%B8%D1%86%D0%B0%20%E2%84%96%2050%2C%20%D1%83%D0%BB%D0%B8%D1%86%D0%B0%20%D0%92%D1%83%D1%87%D0%B5%D1%82%D0%B8%D1%87%D0%B0%2C%2021%2C%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0;"Источник координат: OpenStreetMap. Ссылки ведут к поиску в трёх агрегаторах; не означают автоматическое подтверждение карточки."
ГБУЗ ГП N45 ДЗМ Филиал N3 Поликлиника для взрослых;Адрес уточняется в агрегаторах/официальном источнике;clinic;кандидат: московское государственное учреждение;требуется подтверждение по официальному сайту и агрегаторам;way;1076569810;55.8669716;37.4734077;"См. реестр/официальный сайт медицинской организации; автоматическая классификация не является подтверждением.";https://yandex.ru/maps/?text=%D0%93%D0%91%D0%A3%D0%97%20%D0%93%D0%9F%20N45%20%D0%94%D0%97%D0%9C%20%D0%A4%D0%B8%D0%BB%D0%B8%D0%B0%D0%BB%20N3%20%D0%9F%D0%BE%D0%BB%D0%B8%D0%BA%D0%BB%D0%B8%D0%BD%D0%B8%D0%BA%D0%B0%20%D0%B4%D0%BB%D1%8F%20%D0%B2%D0%B7%D1%80%D0%BE%D1%81%D0%BB%D1%8B%D1%85%2C%20%D0%90%D0%B4%D1%80%D0%B5%D1%81%20%D1%83%D1%82%D0%BE%D1%87%D0%BD%D1%8F%D0%B5%D1%82%D1%81%D1%8F%20%D0%B2%20%D0%B0%D0%B3%D1%80%D0%B5%D0%B3%D0%B0%D1%82%D0%BE%D1%80%D0%B0%D1%85/%D0%BE%D1%84%D0%B8%D1%86%D0%B8%D0%B0%D0%BB%D1%8C%D0%BD%D0%BE%D0%BC%20%D0%B8%D1%81%D1%82%D0%BE%D1%87%D0%BD%D0%B8%D0%BA%D0%B5%2C%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0;https://2gis.ru/moscow/search/%D0%93%D0%91%D0%A3%D0%97%20%D0%93%D0%9F%20N45%20%D0%94%D0%97%D0%9C%20%D0%A4%D0%B8%D0%BB%D0%B8%D0%B0%D0%BB%20N3%20%D0%9F%D0%BE%D0%BB%D0%B8%D0%BA%D0%BB%D0%B8%D0%BD%D0%B8%D0%BA%D0%B0%20%D0%B4%D0%BB%D1%8F%20%D0%B2%D0%B7%D1%80%D0%BE%D1%81%D0%BB%D1%8B%D1%85%2C%20%D0%90%D0%B4%D1%80%D0%B5%D1%81%20%D1%83%D1%82%D0%BE%D1%87%D0%BD%D1%8F%D0%B5%D1%82%D1%81%D1%8F%20%D0%B2%20%D0%B0%D0%B3%D1%80%D0%B5%D0%B3%D0%B0%D1%82%D0%BE%D1%80%D0%B0%D1%85/%D0%BE%D1%84%D0%B8%D1%86%D0%B8%D0%B0%D0%BB%D1%8C%D0%BD%D0%BE%D0%BC%20%D0%B8%D1%81%D1%82%D0%BE%D1%87%D0%BD%D0%B8%D0%BA%D0%B5%2C%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0;https://www.google.com/maps/search/?api=1&query=%D0%93%D0%91%D0%A3%D0%97%20%D0%93%D0%9F%20N45%20%D0%94%D0%97%D0%9C%20%D0%A4%D0%B8%D0%BB%D0%B8%D0%B0%D0%BB%20N3%20%D0%9F%D0%BE%D0%BB%D0%B8%D0%BA%D0%BB%D0%B8%D0%BD%D0%B8%D0%BA%D0%B0%20%D0%B4%D0%BB%D1%8F%20%D0%B2%D0%B7%D1%80%D0%BE%D1%81%D0%BB%D1%8B%D1%85%2C%20%D0%90%D0%B4%D1%80%D0%B5%D1%81%20%D1%83%D1%82%D0%BE%D1%87%D0%BD%D1%8F%D0%B5%D1%82%D1%81%D1%8F%20%D0%B2%20%D0%B0%D0%B3%D1%80%D0%B5%D0%B3%D0%B0%D1%82%D0%BE%D1%80%D0%B0%D1%85/%D0%BE%D1%84%D0%B8%D1%86%D0%B8%D0%B0%D0%BB%D1%8C%D0%BD%D0%BE%D0%BC%20%D0%B8%D1%81%D1%82%D0%BE%D1%87%D0%BD%D0%B8%D0%BA%D0%B5%2C%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0;"Источник координат: OpenStreetMap. Ссылки ведут к поиску в трёх агрегаторах; не означают автоматическое подтверждение карточки."
ГБУЗ МНПЦДК ДЗМ филиал Тимирязевский;Новопетровская улица, 20;clinic;кандидат: московское государственное учреждение;требуется подтверждение по официальному сайту и агрегаторам;way;332494002;55.8281688;37.5273693;"См. реестр/официальный сайт медицинской организации; автоматическая классификация не является подтверждением.";https://yandex.ru/maps/?text=%D0%93%D0%91%D0%A3%D0%97%20%D0%9C%D0%9D%D0%9F%D0%A6%D0%94%D0%9A%20%D0%94%D0%97%D0%9C%20%D1%84%D0%B8%D0%BB%D0%B8%D0%B0%D0%BB%20%D0%A2%D0%B8%D0%BC%D0%B8%D1%80%D1%8F%D0%B7%D0%B5%D0%B2%D1%81%D0%BA%D0%B8%D0%B9%2C%20%D0%9D%D0%BE%D0%B2%D0%BE%D0%BF%D0%B5%D1%82%D1%80%D0%BE%D0%B2%D1%81%D0%BA%D0%B0%D1%8F%20%D1%83%D0%BB%D0%B8%D1%86%D0%B0%2C%2020%2C%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0;https://2gis.ru/moscow/search/%D0%93%D0%91%D0%A3%D0%97%20%D0%9C%D0%9D%D0%9F%D0%A6%D0%94%D0%9A%20%D0%94%D0%97%D0%9C%20%D1%84%D0%B8%D0%BB%D0%B8%D0%B0%D0%BB%20%D0%A2%D0%B8%D0%BC%D0%B8%D1%80%D1%8F%D0%B7%D0%B5%D0%B2%D1%81%D0%BA%D0%B8%D0%B9%2C%20%D0%9D%D0%BE%D0%B2%D0%BE%D0%BF%D0%B5%D1%82%D1%80%D0%BE%D0%B2%D1%81%D0%BA%D0%B0%D1%8F%20%D1%83%D0%BB%D0%B8%D1%86%D0%B0%2C%2020%2C%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0;https://www.google.com/maps/search/?api=1&query=%D0%93%D0%91%D0%A3%D0%97%20%D0%9C%D0%9D%D0%9F%D0%A6%D0%94%D0%9A%20%D0%94%D0%97%D0%9C%20%D1%84%D0%B8%D0%BB%D0%B8%D0%B0%D0%BB%20%D0%A2%D0%B8%D0%BC%D0%B8%D1%80%D1%8F%D0%B7%D0%B5%D0%B2%D1%81%D0%BA%D0%B8%D0%B9%2C%20%D0%9D%D0%BE%D0%B2%D0%BE%D0%BF%D0%B5%D1%82%D1%80%D0%BE%D0%B2%D1%81%D0%BA%D0%B0%D1%8F%20%D1%83%D0%BB%D0%B8%D1%86%D0%B0%2C%2020%2C%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0;"Источник координат: OpenStreetMap. Ссылки ведут к поиску в трёх агрегаторах; не означают автоматическое подтверждение карточки."
Городская клиническая больница им. В.В. Вересаева. ​Женская консультация № 10;Адрес уточняется в агрегаторах/официальном источнике;clinic;кандидат: московское государственное учреждение;требуется подтверждение по официальному сайту и агрегаторам;node;11371298791;55.9468809;37.3521477;"См. реестр/официальный сайт медицинской организации; автоматическая классификация не является подтверждением.";https://yandex.ru/maps/?text=%D0%93%D0%BE%D1%80%D0%BE%D0%B4%D1%81%D0%BA%D0%B0%D1%8F%20%D0%BA%D0%BB%D0%B8%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B0%D1%8F%20%D0%B1%D0%BE%D0%BB%D1%8C%D0%BD%D0%B8%D1%86%D0%B0%20%D0%B8%D0%BC.%20%D0%92.%D0%92.%20%D0%92%D0%B5%D1%80%D0%B5%D1%81%D0%B0%D0%B5%D0%B2%D0%B0.%20%E2%80%8B%D0%96%D0%B5%D0%BD%D1%81%D0%BA%D0%B0%D1%8F%20%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82%D0%B0%D1%86%D0%B8%D1%8F%20%E2%84%96%2010%2C%20%D0%90%D0%B4%D1%80%D0%B5%D1%81%20%D1%83%D1%82%D0%BE%D1%87%D0%BD%D1%8F%D0%B5%D1%82%D1%81%D1%8F%20%D0%B2%20%D0%B0%D0%B3%D1%80%D0%B5%D0%B3%D0%B0%D1%82%D0%BE%D1%80%D0%B0%D1%85/%D0%BE%D1%84%D0%B8%D1%86%D0%B8%D0%B0%D0%BB%D1%8C%D0%BD%D0%BE%D0%BC%20%D0%B8%D1%81%D1%82%D0%BE%D1%87%D0%BD%D0%B8%D0%BA%D0%B5%2C%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0;https://2gis.ru/moscow/search/%D0%93%D0%BE%D1%80%D0%BE%D0%B4%D1%81%D0%BA%D0%B0%D1%8F%20%D0%BA%D0%BB%D0%B8%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B0%D1%8F%20%D0%B1%D0%BE%D0%BB%D1%8C%D0%BD%D0%B8%D1%86%D0%B0%20%D0%B8%D0%BC.%20%D0%92.%D0%92.%20%D0%92%D0%B5%D1%80%D0%B5%D1%81%D0%B0%D0%B5%D0%B2%D0%B0.%20%E2%80%8B%D0%96%D0%B5%D0%BD%D1%81%D0%BA%D0%B0%D1%8F%20%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82%D0%B0%D1%86%D0%B8%D1%8F%20%E2%84%96%2010%2C%20%D0%90%D0%B4%D1%80%D0%B5%D1%81%20%D1%83%D1%82%D0%BE%D1%87%D0%BD%D1%8F%D0%B5%D1%82%D1%81%D1%8F%20%D0%B2%20%D0%B0%D0%B3%D1%80%D0%B5%D0%B3%D0%B0%D1%82%D0%BE%D1%80%D0%B0%D1%85/%D0%BE%D1%84%D0%B8%D1%86%D0%B8%D0%B0%D0%BB%D1%8C%D0%BD%D0%BE%D0%BC%20%D0%B8%D1%81%D1%82%D0%BE%D1%87%D0%BD%D0%B8%D0%BA%D0%B5%2C%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0;https://www.google.com/maps/search/?api=1&query=%D0%93%D0%BE%D1%80%D0%BE%D0%B4%D1%81%D0%BA%D0%B0%D1%8F%20%D0%BA%D0%BB%D0%B8%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B0%D1%8F%20%D0%B1%D0%BE%D0%BB%D1%8C%D0%BD%D0%B8%D1%86%D0%B0%20%D0%B8%D0%BC.%20%D0%92.%D0%92.%20%D0%92%D0%B5%D1%80%D0%B5%D1%81%D0%B0%D0%B5%D0%B2%D0%B0.%20%E2%80%8B%D0%96%D0%B5%D0%BD%D1%81%D0%BA%D0%B0%D1%8F%20%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82%D0%B0%D1%86%D0%B8%D1%8F%20%E2%84%96%2010%2C%20%D0%90%D0%B4%D1%80%D0%B5%D1%81%20%D1%83%D1%82%D0%BE%D1%87%D0%BD%D1%8F%D0%B5%D1%82%D1%81%D1%8F%20%D0%B2%20%D0%B0%D0%B3%D1%80%D0%B5%D0%B3%D0%B0%D1%82%D0%BE%D1%80%D0%B0%D1%85/%D0%BE%D1%84%D0%B8%D1%86%D0%B8%D0%B0%D0%BB%D1%8C%D0%BD%D0%BE%D0%BC%20%D0%B8%D1%81%D1%82%D0%BE%D1%87%D0%BD%D0%B8%D0%BA%D0%B5%2C%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0;"Источник координат: OpenStreetMap. Ссылки ведут к поиску в трёх агрегаторах; не означают автоматическое подтверждение карточки."
Городская клиническая больница имени С. П. Боткина;Адрес уточняется в агрегаторах/официальном источнике;hospital;кандидат: московское государственное учреждение;требуется подтверждение по официальному сайту и агрегаторам;relation;1788150;55.7805071;37.5510155;"См. реестр/официальный сайт медицинской организации; автоматическая классификация не является подтверждением.";https://yandex.ru/maps/?text=%D0%93%D0%BE%D1%80%D0%BE%D0%B4%D1%81%D0%BA%D0%B0%D1%8F%20%D0%BA%D0%BB%D0%B8%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B0%D1%8F%20%D0%B1%D0%BE%D0%BB%D1%8C%D0%BD%D0%B8%D1%86%D0%B0%20%D0%B8%D0%BC%D0%B5%D0%BD%D0%B8%20%D0%A1.%20%D0%9F.%20%D0%91%D0%BE%D1%82%D0%BA%D0%B8%D0%BD%D0%B0%2C%20%D0%90%D0%B4%D1%80%D0%B5%D1%81%20%D1%83%D1%82%D0%BE%D1%87%D0%BD%D1%8F%D0%B5%D1%82%D1%81%D1%8F%20%D0%B2%20%D0%B0%D0%B3%D1%80%D0%B5%D0%B3%D0%B0%D1%82%D0%BE%D1%80%D0%B0%D1%85/%D0%BE%D1%84%D0%B8%D1%86%D0%B8%D0%B0%D0%BB%D1%8C%D0%BD%D0%BE%D0%BC%20%D0%B8%D1%81%D1%82%D0%BE%D1%87%D0%BD%D0%B8%D0%BA%D0%B5%2C%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0;https://2gis.ru/moscow/search/%D0%93%D0%BE%D1%80%D0%BE%D0%B4%D1%81%D0%BA%D0%B0%D1%8F%20%D0%BA%D0%BB%D0%B8%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B0%D1%8F%20%D0%B1%D0%BE%D0%BB%D1%8C%D0%BD%D0%B8%D1%86%D0%B0%20%D0%B8%D0%BC%D0%B5%D0%BD%D0%B8%20%D0%A1.%20%D0%9F.%20%D0%91%D0%BE%D1%82%D0%BA%D0%B8%D0%BD%D0%B0%2C%20%D0%90%D0%B4%D1%80%D0%B5%D1%81%20%D1%83%D1%82%D0%BE%D1%87%D0%BD%D1%8F%D0%B5%D1%82%D1%81%D1%8F%20%D0%B2%20%D0%B0%D0%B3%D1%80%D0%B5%D0%B3%D0%B0%D1%82%D0%BE%D1%80%D0%B0%D1%85/%D0%BE%D1%84%D0%B8%D1%86%D0%B8%D0%B0%D0%BB%D1%8C%D0%BD%D0%BE%D0%BC%20%D0%B8%D1%81%D1%82%D0%BE%D1%87%D0%BD%D0%B8%D0%BA%D0%B5%2C%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0;https://www.google.com/maps/search/?api=1&query=%D0%93%D0%BE%D1%80%D0%BE%D0%B4%D1%81%D0%BA%D0%B0%D1%8F%20%D0%BA%D0%BB%D0%B8%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B0%D1%8F%20%D0%B1%D0%BE%D0%BB%D1%8C%D0%BD%D0%B8%D1%86%D0%B0%20%D0%B8%D0%BC%D0%B5%D0%BD%D0%B8%20%D0%A1.%20%D0%9F.%20%D0%91%D0%BE%D1%82%D0%BA%D0%B8%D0%BD%D0%B0%2C%20%D0%90%D0%B4%D1%80%D0%B5%D1%81%20%D1%83%D1%82%D0%BE%D1%87%D0%BD%D1%8F%D0%B5%D1%82%D1%81%D1%8F%20%D0%B2%20%D0%B0%D0%B3%D1%80%D0%B5%D0%B3%D0%B0%D1%82%D0%BE%D1%80%D0%B0%D1%85/%D0%BE%D1%84%D0%B8%D1%86%D0%B8%D0%B0%D0%BB%D1%8C%D0%BD%D0%BE%D0%BC%20%D0%B8%D1%81%D1%82%D0%BE%D1%87%D0%BD%D0%B8%D0%BA%D0%B5%2C%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0;"Источник координат: OpenStreetMap. Ссылки ведут к поиску в трёх агрегаторах; не означают автоматическое подтверждение карточки."
Городская клиническая больница № 24;Адрес уточняется в агрегаторах/официальном источнике;hospital;кандидат: московское государственное учреждение;требуется подтверждение по официальному сайту и агрегаторам;relation;7283098;55.7989115;37.5791871;"См. реестр/официальный сайт медицинской организации; автоматическая классификация не является подтверждением.";https://yandex.ru/maps/?text=%D0%93%D0%BE%D1%80%D0%BE%D0%B4%D1%81%D0%BA%D0%B0%D1%8F%20%D0%BA%D0%BB%D0%B8%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B0%D1%8F%20%D0%B1%D0%BE%D0%BB%D1%8C%D0%BD%D0%B8%D1%86%D0%B0%20%E2%84%96%2024%2C%20%D0%90%D0%B4%D1%80%D0%B5%D1%81%20%D1%83%D1%82%D0%BE%D1%87%D0%BD%D1%8F%D0%B5%D1%82%D1%81%D1%8F%20%D0%B2%20%D0%B0%D0%B3%D1%80%D0%B5%D0%B3%D0%B0%D1%82%D0%BE%D1%80%D0%B0%D1%85/%D0%BE%D1%84%D0%B8%D1%86%D0%B8%D0%B0%D0%BB%D1%8C%D0%BD%D0%BE%D0%BC%20%D0%B8%D1%81%D1%82%D0%BE%D1%87%D0%BD%D0%B8%D0%BA%D0%B5%2C%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0;https://2gis.ru/moscow/search/%D0%93%D0%BE%D1%80%D0%BE%D0%B4%D1%81%D0%BA%D0%B0%D1%8F%20%D0%BA%D0%BB%D0%B8%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B0%D1%8F%20%D0%B1%D0%BE%D0%BB%D1%8C%D0%BD%D0%B8%D1%86%D0%B0%20%E2%84%96%2024%2C%20%D0%90%D0%B4%D1%80%D0%B5%D1%81%20%D1%83%D1%82%D0%BE%D1%87%D0%BD%D1%8F%D0%B5%D1%82%D1%81%D1%8F%20%D0%B2%20%D0%B0%D0%B3%D1%80%D0%B5%D0%B3%D0%B0%D1%82%D0%BE%D1%80%D0%B0%D1%85/%D0%BE%D1%84%D0%B8%D1%86%D0%B8%D0%B0%D0%BB%D1%8C%D0%BD%D0%BE%D0%BC%20%D0%B8%D1%81%D1%82%D0%BE%D1%87%D0%BD%D0%B8%D0%BA%D0%B5%2C%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0;https://www.google.com/maps/search/?api=1&query=%D0%93%D0%BE%D1%80%D0%BE%D0%B4%D1%81%D0%BA%D0%B0%D1%8F%20%D0%BA%D0%BB%D0%B8%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B0%D1%8F%20%D0%B1%D0%BE%D0%BB%D1%8C%D0%BD%D0%B8%D1%86%D0%B0%20%E2%84%96%2024%2C%20%D0%90%D0%B4%D1%80%D0%B5%D1%81%20%D1%83%D1%82%D0%BE%D1%87%D0%BD%D1%8F%D0%B5%D1%82%D1%81%D1%8F%20%D0%B2%20%D0%B0%D0%B3%D1%80%D0%B5%D0%B3%D0%B0%D1%82%D0%BE%D1%80%D0%B0%D1%85/%D0%BE%D1%84%D0%B8%D1%86%D0%B8%D0%B0%D0%BB%D1%8C%D0%BD%D0%BE%D0%BC%20%D0%B8%D1%81%D1%82%D0%BE%D1%87%D0%BD%D0%B8%D0%BA%D0%B5%2C%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0;"Источник координат: OpenStreetMap. Ссылки ведут к поиску в трёх агрегаторах; не означают автоматическое подтверждение карточки."
Городская клиническая больница № 24. Перинатальный центр;4-й Вятский переулок, 39;hospital;кандидат: московское государственное учреждение;требуется подтверждение по официальному сайту и агрегаторам;relation;11327387;55.7996842;37.5688658;"См. реестр/официальный сайт медицинской организации; автоматическая классификация не является подтверждением.";https://yandex.ru/maps/?text=%D0%93%D0%BE%D1%80%D0%BE%D0%B4%D1%81%D0%BA%D0%B0%D1%8F%20%D0%BA%D0%BB%D0%B8%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B0%D1%8F%20%D0%B1%D0%BE%D0%BB%D1%8C%D0%BD%D0%B8%D1%86%D0%B0%20%E2%84%96%2024.%20%D0%9F%D0%B5%D1%80%D0%B8%D0%BD%D0%B0%D1%82%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9%20%D1%86%D0%B5%D0%BD%D1%82%D1%80%2C%204-%D0%B9%20%D0%92%D1%8F%D1%82%D1%81%D0%BA%D0%B8%D0%B9%20%D0%BF%D0%B5%D1%80%D0%B5%D1%83%D0%BB%D0%BE%D0%BA%2C%2039%2C%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0;https://2gis.ru/moscow/search/%D0%93%D0%BE%D1%80%D0%BE%D0%B4%D1%81%D0%BA%D0%B0%D1%8F%20%D0%BA%D0%BB%D0%B8%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B0%D1%8F%20%D0%B1%D0%BE%D0%BB%D1%8C%D0%BD%D0%B8%D1%86%D0%B0%20%E2%84%96%2024.%20%D0%9F%D0%B5%D1%80%D0%B8%D0%BD%D0%B0%D1%82%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9%20%D1%86%D0%B5%D0%BD%D1%82%D1%80%2C%204-%D0%B9%20%D0%92%D1%8F%D1%82%D1%81%D0%BA%D0%B8%D0%B9%20%D0%BF%D0%B5%D1%80%D0%B5%D1%83%D0%BB%D0%BE%D0%BA%2C%2039%2C%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0;https://www.google.com/maps/search/?api=1&query=%D0%93%D0%BE%D1%80%D0%BE%D0%B4%D1%81%D0%BA%D0%B0%D1%8F%20%D0%BA%D0%BB%D0%B8%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B0%D1%8F%20%D0%B1%D0%BE%D0%BB%D1%8C%D0%BD%D0%B8%D1%86%D0%B0%20%E2%84%96%2024.%20%D0%9F%D0%B5%D1%80%D0%B8%D0%BD%D0%B0%D1%82%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9%20%D1%86%D0%B5%D0%BD%D1%82%D1%80%2C%204-%D0%B9%20%D0%92%D1%8F%D1%82%D1%81%D0%BA%D0%B8%D0%B9%20%D0%BF%D0%B5%D1%80%D0%B5%D1%83%D0%BB%D0%BE%D0%BA%2C%2039%2C%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0;"Источник координат: OpenStreetMap. Ссылки ведут к поиску в трёх агрегаторах; не означают автоматическое подтверждение карточки."
