id;name;category;status;area_m2;registry_id;wave;geometry_type
751086786;Территория у ст.м. «Беломорская»;4 категория;Утвержден;3617.77;132060216600001;1;Polygon
10002386;Старый Петровско-Разумовский проезд;3 категория;Утвержден;20384.78;133531897300001;1;Polygon
10002386;Старый Петровско-Разумовский проезд;3 категория;Утвержден;20384.78;133531897300001;1;Polygon
10002386;Старый Петровско-Разумовский проезд;3 категория;Утвержден;20384.78;133531897300001;1;Polygon
10002624;2-я Хуторская улица;4 категория;Утвержден;20805.42;133513918200001;1;Polygon
10002624;2-я Хуторская улица;4 категория;Утвержден;20805.42;133513918200001;1;Polygon
10002232;Вятская улица;4 категория;Утвержден;34003.31;123344194900001;1;Polygon
10002275;2-я Квесисская улица;4 категория;Утвержден;20188.58;125355441000001;1;Polygon
10002275;2-я Квесисская улица;4 категория;Утвержден;20188.58;125355441000001;1;Polygon
10002275;2-я Квесисская улица;4 категория;Утвержден;20188.58;125355441000001;1;Polygon
10002397;2-я Песчаная улица;3 категория;Утвержден;14353.66;131538471200001;1;Polygon
10002359;Новопесчаная улица;3 категория;Утвержден;50608.58;131722903100001;1;Polygon
10002359;Новопесчаная улица;3 категория;Утвержден;50608.58;131722903100001;1;Polygon
10002459;Проезд от Ленинградского шоссе к университету Синергия (Ленинградский просп., 80Г);4 категория;Утвержден;5289.14;131539031700001;1;Polygon
754431382;Разворотный круг троллейбусов у метро «Сокол»;4 категория;Утвержден;9394.44;131396079100001;1;Polygon
10002629;Улица Константина Царева;4 категория;Утвержден;12535.42;130692771000001;1;Polygon
10002395;Песчаная улица;4 категория;Утвержден;13199.35;130692766600001;1;Polygon
10002399;улица Сальвадора Альенде;4 категория;Утвержден;10248.6577;130692771600001;1;Polygon
10002633;Чапаевский переулок;4 категория;Утвержден;12952.45;131890027100001;1;Polygon
10002604;Территория перед ст.метро «Петровско-Разумовская»;4 категория;Утвержден;14590.18;132074893500001;1;Polygon
10002434;Подъезд к префектуре (Тимирязевская ул., д. 27);4 категория;Утвержден;4517.49;132074898100001;1;Polygon
1017816137;ТПУ Окружная;4 категория;Утвержден;5889.52;132074897500001;1;Polygon
749196409;Проезд от улицы Лавочкина к дому 23А;4 категория;Утвержден;2756.15;133319149800001;1;Polygon
10002278;Клинская улица;3 категория;Утвержден;33635.82;132074887900001;1;Polygon
10002324;улица Ляпидевского;4 категория;Утвержден;16663.35;132074888100001;1;Polygon
314902859;ТПУ «Аэропорт» (Хорошевский район);3 категория;Утвержден;5018.14;132074876900001;1;Polygon
314902859;ТПУ «Аэропорт» (Хорошевский район);3 категория;Утвержден;5018.14;132074876900001;1;Polygon
811643235;Территория у станции метро Хорошевская;4 категория;Утвержден;3553.73;132074881400001;1;Polygon
811643235;Территория у станции метро Хорошевская;4 категория;Утвержден;3553.73;132074881400001;1;Polygon
811643235;Территория у станции метро Хорошевская;4 категория;Утвержден;3553.73;132074881400001;1;Polygon
701406660;ТПУ «Хорошево»;4 категория;Утвержден;4221.27;132074880300001;1;Polygon
701406660;ТПУ «Хорошево»;4 категория;Утвержден;4221.27;132074880300001;1;Polygon
701406660;ТПУ «Хорошево»;4 категория;Утвержден;4221.27;132074880300001;1;Polygon
10002540;Веры Волошиной улица;3 категория;Утвержден;8367.5152;132074871100001;1;Polygon
10002619;2-й Хорошевский проезд;4 категория;Утвержден;8770.87;132074869700001;1;Polygon
10002664;Проектируемый проезд №6368;4 категория;Утвержден;3805.84;132062055000001;1;Polygon
10002556;4-й Ходынский проезд;4 категория;Утвержден;5150.16;127017731100001;1;Polygon
10002329;Магистральный переулок;4 категория;Утвержден;6576.7029;132074874500001;1;Polygon
10002332;1-й Магистральный тупик;4 категория;Утвержден;15979.3915;132953295200001;1;Polygon
10002332;1-й Магистральный тупик;4 категория;Утвержден;15979.3915;132953295200001;1;Polygon
