id;name;category;status;area_m2;registry_id;wave;geometry_type
10002432;Подъезд к плодоовощной конторе (Коровинское ш.35);4 категория;Утвержден;9689.6;132074869300001;?;Polygon
10002433;4-я улица Новоселки, д. 2 (Автопарковка);4 категория;Утвержден;1175.38;132663333500001;?;Polygon
10002435;Проезд от Верхнелихоборской улицы до Ильменского проезда 1с.43;5 категория;Утвержден;3944.9633;96215248800001;?;Polygon
10002436;Полевая улица (ГБУ «Жилищник района Молжаниновский»);4 категория;Утвержден;3303.0;127538677900001;?;Polygon
10002437;улица Поленова;4 категория;Утвержден;4910.52;129601218900001;?;Polygon
10002437;улица Поленова;4 категория;Утвержден;4910.52;129601218900001;?;Polygon
10002439;Полтавская улица;4 категория;Утвержден;20900.8;133382438900001;?;Polygon
10002439;Полтавская улица;4 категория;Утвержден;20900.8;133382438900001;?;Polygon
10002439;Полтавская улица;4 категория;Утвержден;20900.8;133382438900001;?;Polygon
10002440;Проезд от Кронштадтского бульвара до церкви (Кронштадтский бульвар вл.24к.1);4 категория;Утвержден;7006.22;132074856500001;?;Polygon
10002441;боковой проезд Ленинградское ш.,64-88;4 категория;Утвержден;7854.67;125324783700001;?;Polygon
10002442;Пр-д к школе-интернату N 45;4 категория;Утвержден;5922.13;132074856700001;?;Polygon
10002443;3-й Ходынский проезд;4 категория;Утвержден;3083.84;132074882500001;?;Polygon
10002444;Площадь перед ипподромом;4 категория;Утвержден;5880.6487;125100611000001;?;Polygon
10002446;Проезд от Ленинградского проспекта до улицы Авиаконструктора Яковлева;4 категория;Утвержден;4894.2;132062020700001;?;Polygon
10002447;Проезд от Флотской ул. д.46 Кронштадтского бульвара;4 категория;Утвержден;9342.03;125074346000001;?;Polygon
10002449;Проезд Березовой Рощи;3 категория;Утвержден;30748.01;118168769500001;?;Polygon
10002450;Проезд вдоль Петрозаводской ул. от д.2 до д.8;4 категория;Утвержден;1331.01;131567522400001;?;Polygon
10002451;Комсомольская улица;4 категория;Утвержден;10417.43;132559855600001;?;Polygon
10002452;Проезд к Братцевской птицефабрике;4 категория;Утвержден;9810.89;129669404200001;?;Polygon
10002453;Проезд от Ангарской улицы до улицы С.Ковалевской;4 категория;Утвержден;2396.39;124945829200001;?;Polygon
10002454;Проезд от Дубнинской улицы до института ВИСТИ;4 категория;Утвержден;1251.59;132070829000001;?;Polygon
10002455;Проезд от Комсомольской улице к ТП;4 категория;Утвержден;15778.2959;108493621400001;?;Polygon
10002456;Проезд от Коптевской улицы до К.Цеткин улицы;4 категория;Утвержден;3098.08;131611754900001;?;Polygon
10002456;Проезд от Коптевской улицы до К.Цеткин улицы;4 категория;Утвержден;3098.08;131611754900001;?;Polygon
10002456;Проезд от Коптевской улицы до К.Цеткин улицы;4 категория;Утвержден;3098.08;131611754900001;?;Polygon
10002457;Проезд от Левобережной улицы до МКАД;4 категория;Утвержден;9031.14;129597286100001;?;Polygon
10002458;Проезд от Ленинградского шоссе до 3-й Сестрорецкой улицы;4 категория;Утвержден;6533.33;132051458900001;?;Polygon
10002458;Проезд от Ленинградского шоссе до 3-й Сестрорецкой улицы;4 категория;Утвержден;6533.33;132051458900001;?;Polygon
10002458;Проезд от Ленинградского шоссе до 3-й Сестрорецкой улицы;4 категория;Утвержден;6533.33;132051458900001;?;Polygon
10002458;Проезд от Ленинградского шоссе до 3-й Сестрорецкой улицы;4 категория;Утвержден;6533.33;132051458900001;?;Polygon
10002458;Проезд от Ленинградского шоссе до 3-й Сестрорецкой улицы;4 категория;Утвержден;6533.33;132051458900001;?;Polygon
10002458;Проезд от Ленинградского шоссе до 3-й Сестрорецкой улицы;4 категория;Утвержден;6533.33;132051458900001;?;Polygon
10002458;Проезд от Ленинградского шоссе до 3-й Сестрорецкой улицы;4 категория;Утвержден;6533.33;132051458900001;?;Polygon
10002458;Проезд от Ленинградского шоссе до 3-й Сестрорецкой улицы;4 категория;Утвержден;6533.33;132051458900001;?;Polygon
10002460;Проезд от Хорошевского шоссе к в-ч;4 категория;Утвержден;5126.6;132074876500001;?;Polygon
10002461;Проезд от ул.Новая Ипатовка к подстанции скорой помощи (ул.Новая Ипатовка, 3Ас1);4 категория;Утвержден;6753.02;111507156300001;?;Polygon
10002463;Проезд от ул. Зорге 6к.3 до ул. Куусинена;4 категория;Утвержден;1983.45;108725866200001;?;Polygon
10002464;Проезд от ул. Зорге 6к1 до ул. Куусинена;4 категория;Утвержден;1836.25;132074886300001;?;Polygon
10002465;Проезд от ул. Зорге 10к3 до ул. Куусинена;4 категория;Утвержден;1843.923;132953295600001;?;Polygon
10002466;Проезд от ул. Зорге 10к.1 до ул. Куусинена;4 категория;Утвержден;1913.24;132074885700001;?;Polygon
10002467;Проезд N 5 от ул. Зорге до ул. Куусинена;4 категория;Утвержден;2111.79;132074885300001;?;Polygon
10002468;Улица Военное поле;4 категория;Утвержден;2621.91;132061286100001;?;Polygon
10002469;Новопетровский проезд (пр.995);4 категория;Утвержден;24749.99;132703221900001;?;Polygon
