id;name;queue;assignment_basis;source_list_name
10002656;улица Полины Осипенко (пр.пр № 5489);2;остаток после 1-й и 3-й очередей;
10002657;Клинский проезд (Проезд вдоль больницы Химки - Ховрино);1;точное наименование;Клинский пр.
10002659;Проезд от ул. Гризодубовой до дома 38Дс.1 по Хорошевскому шоссе;2;остаток после 1-й и 3-й очередей;
10002660;Проектируемый проезд № 6175;1;точное наименование;Проектируемый пр. №6175
10002661;улица генерала Сандалова (пр 5508);2;остаток после 1-й и 3-й очередей;
10002662;Проектируемый проезд № 6176;1;точное наименование;Проектируемый пр. №6176
10002663;Улица Маргелова (пр. №6367);3;точное наименование;Улица Маргелова
10002665;Проезд вокруг автомойки по адресу ул.Космонавта Волкова 26А;2;остаток после 1-й и 3-й очередей;
10005151;Проезд от ул. Нижняя д. 11 вдоль железной дороги;2;остаток после 1-й и 3-й очередей;
10005152;Проезд от вл. 3 до вл. 11-А по Старопетровскому проезду;2;остаток после 1-й и 3-й очередей;
10005153;Проезд от Новосходненского шоссе, до д.61 по Новосходненскому шоссе;2;остаток после 1-й и 3-й очередей;
10005155;Дубнинская улица, д. 8 «Б» (автостоянка);2;остаток после 1-й и 3-й очередей;
10005159;Проезд от Ижорской улицы к снегосплавильной камере (ул.Бусиновская Горка 1Г);2;остаток после 1-й и 3-й очередей;
10005160;Проезд от ул. Софьи Ковалевской к дет саду № 1268;2;остаток после 1-й и 3-й очередей;
10005161;Проезд от ул. Вагоноремонтная д. 4 до ЛКСМиК;2;остаток после 1-й и 3-й очередей;
10005162;Проезд от ул. Коптевская до автозаправочной станции (ул. Коптевская, 69с.1);2;остаток после 1-й и 3-й очередей;
10005164;Территория по улице Смольная вл. 35;2;остаток после 1-й и 3-й очередей;
10005165;Проезд от Ленинградского шоссе, вл. 71;2;остаток после 1-й и 3-й очередей;
10005167;Ленинградское ш. 63, к.1;2;остаток после 1-й и 3-й очередей;
10005168;Проезд от Ленинградского шоссе, вл. 53-57;2;остаток после 1-й и 3-й очередей;
10005170;Проезд от Беломорской ул. 18, к.1 до Смольной ул;2;остаток после 1-й и 3-й очередей;
10005172;Проезд от Левой Дворцовой аллеи до ул. Красноармейской улицы;2;остаток после 1-й и 3-й очередей;
10005173;Проезд между д. 98 и д. 100 по Дмитровскому шоссе к д. 1-5 по ул. 800-летия Москвы;2;остаток после 1-й и 3-й очередей;
10005175;Проезд от Лихоборской набережной к платформе НАТИ (Съезд с СВХ до Лихоборской набережной);2;остаток после 1-й и 3-й очередей;
10005179;Проезд от Мелькисаровской улице от д.28 до д.49;2;остаток после 1-й и 3-й очередей;
10006106;Проезд от Валдайского проезда до Прибрежного проезда;2;остаток после 1-й и 3-й очередей;
12344839;Проезд от Валдайского проезда до Смольной улицы;2;остаток после 1-й и 3-й очередей;
12344840;Проезд от ул. Пяловская д.1 до Дегунинской ул. (пр.пр. 6190);2;остаток после 1-й и 3-й очередей;
12344841;Проезд от ул. Дегунинская д.6 до Коровинского ш. (пр.пр. 6191);2;остаток после 1-й и 3-й очередей;
12344842;Дмитровское шоссе, д. 96 к.2 (проезд вдоль автошколы от Бескудниковского проезда до д. 96 к. 1 по Дмитровскому шоссе);2;остаток после 1-й и 3-й очередей;
12344843;Ул. Клязьминская, д.1 к.1 (дорога к автостоянке № 42/2);2;остаток после 1-й и 3-й очередей;
12344844;Лобненская ул., д. 14 , Дорога от ул. Лобненская к магазину «Пятёрочка» ЗАО «БИН»;2;остаток после 1-й и 3-й очередей;
12344846;Пяловская ул., вл. 3, (автостоянка);3;точное наименование;Пяловская вл.3 (стоянка)
12344847;Ильменский проезд, проезд от д. 9 к д.9А;2;остаток после 1-й и 3-й очередей;
12344850;Ижорская, д. 7 , подъездные пути у ОАО ПКП «Меридиан»;2;остаток после 1-й и 3-й очередей;
12344853;Авиаконструктора Микояна, д. 14, к. 1-4, прилегающая территория к реке «Ходынка» и ЦСКА;3;ручная адресная сверка;Авиаконструктора Микояна 14 (у Ходынки/ЦСКА)
12344920;Балтийская ул.;2;остаток после 1-й и 3-й очередей;
12344932;Коровинское ш. вл.41-43, проезд между ФГУП «Госзнак» и ООО «Браво-Д»;2;остаток после 1-й и 3-й очередей;
12344934;Дмитровское ш. д. 75 , подъездные пути у ОАО «Союзцветметавтоматика»;2;остаток после 1-й и 3-й очередей;
12344968;Проезд от Валдайского проезда до Ленинградского шоссе;2;остаток после 1-й и 3-й очередей;
12344969;Проезд от ул. Дегунинская д.14 до Коровинского ш. (пр.пр. 6193);2;остаток после 1-й и 3-й очередей;
12344970;Проезд от ул. Дегунинская д.22 до Коровинского ш. (пр.пр. 6194);1;ручная адресная сверка;Проезд Дегунинская—Коровинское ш.
12344971;ул. 800-летия Москвы, д. 1, к. 1 (проезд между магазином «Автотехцентр» и газоном);2;остаток после 1-й и 3-й очередей;
12345011;Зорге ул., вл. 3-5, тупик;2;остаток после 1-й и 3-й очередей;
12345062;1-й Хорошевский проезд;2;остаток после 1-й и 3-й очередей;
12345070;Панфилова улица;2;остаток после 1-й и 3-й очередей;
12345087;1-й Хорошевский проезд д.3;2;остаток после 1-й и 3-й очередей;
12345089;улица 8 Марта;2;остаток после 1-й и 3-й очередей;
12345219;ул. Маршала Шапошникова;2;остаток после 1-й и 3-й очередей;
12345226;1-й Амбулаторный проезд;2;остаток после 1-й и 3-й очередей;
12345369;Ижорский проезд ( проезд от Коровинского ш. до Лобненской ул.);1;точное наименование;Ижорский пр.
12345422;Ходынский бульвар;2;остаток после 1-й и 3-й очередей;
13703280;ОРП Ленинградское шоссе вл.71;2;остаток после 1-й и 3-й очередей;
123454100;улица Зои и Александра Космодемьянских;3;точное наименование;ул. Зои и Александра Космодемьянских
218907680;Фестивальная ул. проезд к дому 20А;2;остаток после 1-й и 3-й очередей;
218912060;Смольная ул. (проезд между д.34 и д.36);2;остаток после 1-й и 3-й очередей;
308818896;Ижорская улица;1;точное наименование;Ижорская ул.
308821441;Улица Вучетича;1;точное наименование;ул. Вучетича
309891302;улица Лавочкина (Ховрино);1;ручная адресная сверка;ул. Лавочкина (Ховрино)
312769789;Лобненская улица на пересечении с улицей Вагоноремонтная;2;остаток после 1-й и 3-й очередей;
312816226;Дубнинская улица, владение 83а;2;остаток после 1-й и 3-й очередей;
312823924;Лобненская улица (напротив д. 12 к.1);2;остаток после 1-й и 3-й очередей;
312823977;Проезд Черепановых, участок от ул. Лихоборские бугры до д. 72;2;остаток после 1-й и 3-й очередей;
313704656;ТПУ «Красный Балтиец» (район Коптево);2;остаток после 1-й и 3-й очередей;
314762004;Проезд от Ленинрадского ш.67 до ЖК «Акватория»;2;остаток после 1-й и 3-й очередей;
314941507;Площадка между сквером у кинотеатром «Баку» и рынком;2;остаток после 1-й и 3-й очередей;
314947794;3-я улица Ямского поля, д.17;2;остаток после 1-й и 3-й очередей;
314949734;Скаковая улица д. 19, стоянка у «Мосхолода»;2;остаток после 1-й и 3-й очередей;
314989689;Пешеходная галерея по Хорошевскому шоссе владение 2-20;2;остаток после 1-й и 3-й очередей;
314997846;Проезд от ул. Генерала Сандалова до д. 37к.12 по Ленинградскому проспекту (проезд №5506а);2;остаток после 1-й и 3-й очередей;
656513337;Проезд от улицы Правобережная до МКАД;2;остаток после 1-й и 3-й очередей;
663824725;Разворот под Бутаковским мостом;2;остаток после 1-й и 3-й очередей;
667006150;ТПУ Речной вокзал АвД САО (Фестивальная ул);2;остаток после 1-й и 3-й очередей;
668171191;Коптевский путепровод;2;остаток после 1-й и 3-й очередей;
674715531;Талдомская ул. (вл.1-5);2;остаток после 1-й и 3-й очередей;
689701320;Проезд к Хорошевскому шоссе вл. 38, корп. 138;2;остаток после 1-й и 3-й очередей;
689724416;Проезд парковка у Линкора от ул. Авиаконструктора Микояна;2;остаток после 1-й и 3-й очередей;
689738931;Местный проезд за ТЦ «Авиапарк»;2;остаток после 1-й и 3-й очередей;
689745536;Парковка на 2-й Магистральной у дома 8;2;остаток после 1-й и 3-й очередей;
692179795;Подъездной путь от Хорошевского шоссе до ул. Зорге вл. 7Б;2;остаток после 1-й и 3-й очередей;
692179961;Проезд к платформе «Зорге»(Новопесчаная), прилегающая к платформе;2;остаток после 1-й и 3-й очередей;
692881700;Раздельная улица;2;остаток после 1-й и 3-й очередей;
696585917;Ул.Автомоторная д.6;2;остаток после 1-й и 3-й очередей;
696590030;Ул.Автомоторная д.5;2;остаток после 1-й и 3-й очередей;
696603172;Территория от м.Водный стадион (Северный вестибюль) до Конаковского проезда;2;остаток после 1-й и 3-й очередей;
696650686;Ленинградское шоссе д.58;2;остаток после 1-й и 3-й очередей;
696723989;Проезд к Российскому подарку от ул. Зорге;2;остаток после 1-й и 3-й очередей;
696778992;Проезд от 4-й Магистральной ул. к Росгеофонду;2;остаток после 1-й и 3-й очередей;
701391882;Проезд Березовой Рощи напротив д. 10;2;остаток после 1-й и 3-й очередей;
701392862;Тупик, Зорге 7 Б с.1;2;остаток после 1-й и 3-й очередей;
701506197;Въезд на стройгородок с Хорошевского шоссе;2;остаток после 1-й и 3-й очередей;
702256433;Проезд от 3-й Магистральной ул. До 1-й Магистральной ул.;2;остаток после 1-й и 3-й очередей;
708032410;Проезд от ул. С. Ковалевской до ул. Учинская;2;остаток после 1-й и 3-й очередей;
708061019;Площадка на пересечении ул. Лобненская и Дмитровского ш.;2;остаток после 1-й и 3-й очередей;
708071607;Проезд от ул. С. Ковалевской до ул. Лобненская, 9Ас1 (к зданию мировых судей);2;остаток после 1-й и 3-й очередей;
713680012;Яхромский проезд (район Дмитровский);2;остаток после 1-й и 3-й очередей;
721910820;ТПУ ЦСКА Жилищник Хорошевский;3;точное наименование;ТПУ ЦСКА Жилищник Хорошевский
740724327;улица Асеева;2;остаток после 1-й и 3-й очередей;
743031382;Лихоборская набережная,Лихоборская набережная от4-го Лихачёвского переулка до свалки;2;остаток после 1-й и 3-й очередей;
743155113;СВХ. Разворотная эстакада на участке от улицы Фестивальная до Дмитровского шоссе;2;остаток после 1-й и 3-й очередей;
743160645;Проезд от Лихоборской набережной к очистным сооружениям №2;2;остаток после 1-й и 3-й очередей;
747659886;Маршала Судца улица;2;остаток после 1-й и 3-й очередей;
752841575;Проектируемый проезд №6196;2;остаток после 1-й и 3-й очередей;
753112476;ТПУ «Стрешнево»;2;остаток после 1-й и 3-й очередей;
753143116;Станционная улица (Тимирязевский район);2;остаток после 1-й и 3-й очередей;
753252664;Нарвская улица (Войковский район);2;остаток после 1-й и 3-й очередей;
753910184;Проезд к сухой снегосвалке со стороны Московской окружной ж.д. (Черепановых проезд д. 23А);2;остаток после 1-й и 3-й очередей;
753911979;Проезды от Кронштадтского бульвара д. 35а до Кронштадтского бульвара и Смольной улицы;2;остаток после 1-й и 3-й очередей;
753913983;4-й Лихачевский переулок;1;точное наименование;4-й Лихачевский пер.
753930590;Проезд от Верхней аллеи до Дмитровского шоссе (Дмитровское шоссе 47 к.2);2;остаток после 1-й и 3-й очередей;
753970186;Проезд от ул. Базовская 3с.1 до ул. Базовская 15к.11 (пр. пр. 4370);1;сверка сокращённого наименования;Проезд Базовская 3с1—15к11
754127963;2-й Амбулаторный проезд;2;остаток после 1-й и 3-й очередей;
754377899;Дмитровское ш. д.79-85 , подъездные пути;2;остаток после 1-й и 3-й очередей;
754378836;Дмитровское ш., д. 71, подъездные пути у ОАО «ЦНИТИ» и ОАО «Бак Ява»;2;остаток после 1-й и 3-й очередей;
754379044;Краснополянская ул., вл.10 , проезд от Бусиновского проезда к ОАО «Мясопром-Коровино»;1;ручная адресная сверка;Краснополянская вл.10 (пр. к Мясопрому)
754379531;Краснополянская улица;1;точное наименование;Краснополянская ул.
754380161;Новая улица;1;точное наименование;Новая ул.
754381063;Проезд от Пяловской ул. до Ивана Сусанина ул.;2;остаток после 1-й и 3-й очередей;
754382230;Пяловская улица;3;точное наименование;Пяловская ул.
754383400;улица Бусиновская Горка;1;точное наименование;ул. Бусиновская Горка
754774867;Фармацевтический проезд;2;остаток после 1-й и 3-й очередей;
754779882;улица Лихоборские Бугры;3;точное наименование;ул. Лихоборские Бугры
757152892;Территория проезда вокруг Академии хорового искусства имени В.С. Попова;3;сверка сокращённого наименования;Территория вокруг Академии хорового искусства
757155807;Валдайский проезд;2;остаток после 1-й и 3-й очередей;
757167368;Проезд к гаражам от северного вестибюля ст. метро «Речной вокзал»;2;остаток после 1-й и 3-й очередей;
789337606;ТПУ Тимирязевская Жилищник Тимирязевский;2;остаток после 1-й и 3-й очередей;
789338230;ТПУ Дмитровская;2;остаток после 1-й и 3-й очередей;
790307032;ТПУ Петровско-Разумовская (Люблинско-Дмитровская линия);2;остаток после 1-й и 3-й очередей;
794104359;Проезд от Дмитровского шоссе до Коровинского шоссе;2;остаток после 1-й и 3-й очередей;
805766376;Съезд с 3-го Нижнелихоборского проезда на Северо-Восточную хорду;2;остаток после 1-й и 3-й очередей;
809267299;Съезд №6( Левоповоротный съезд с Северной рокады из центра на Большую Академическую улицу, правоповоротный съезд с Северной рокады из области на Большую Академическую улицу;2;остаток после 1-й и 3-й очередей;
810162936;Валаамская улица;2;остаток после 1-й и 3-й очередей;
814052668;улица Святослава Федорова;2;остаток после 1-й и 3-й очередей;
871028684;Улица Алабяна Разворотный участок (АВД САО);2;остаток после 1-й и 3-й очередей;
871599900;улица Михаила Якушина;2;остаток после 1-й и 3-й очередей;
883421444;Мирской проезд;2;остаток после 1-й и 3-й очередей;
885733945;Улица Алабяна прямой ход (АВД САО);2;остаток после 1-й и 3-й очередей;
886832264;Проезд от 8-го Новоподмосковного переулка вдоль дома 15 к.1 по Большой Академической ул.;2;остаток после 1-й и 3-й очередей;
889135460;улица Игоря Численко;2;остаток после 1-й и 3-й очередей;
895550577;ул.800-летия Москвы д.5 корп.3 (Межквартальный проезд);2;остаток после 1-й и 3-й очередей;
896195952;Дубнинская д 79 корп.2 автопарковка;2;остаток после 1-й и 3-й очередей;
896385595;Автостоянка у ТД ВИСТИ;2;остаток после 1-й и 3-й очередей;
901875129;улица Чавеса;2;остаток после 1-й и 3-й очередей;
903721967;Ул. Коптевская вл 71 автостоянка;2;остаток после 1-й и 3-й очередей;
903722399;Нарвская улица, 2с37 автостоянка;2;остаток после 1-й и 3-й очередей;
903739596;Михалковская улица, 65к1с2 подъезд к диспансеру;2;остаток после 1-й и 3-й очередей;
903766419;Проезд от ул. Академика Ильюшина до Кочновского проезда;2;остаток после 1-й и 3-й очередей;
903820014;ул. Петрозаводская д.24Б (ООО «Крона» ТЦ «Ховрино»);2;остаток после 1-й и 3-й очередей;
904194612;Проезд от д. 5 к.3 до д. 11 по 3-й Радиаторской улице;2;остаток после 1-й и 3-й очередей;
906610828;улица Юрия Никулина;2;остаток после 1-й и 3-й очередей;
913388356;Подъезд к д 1 от ул. Маршала Шапошникова;2;остаток после 1-й и 3-й очередей;
914079787;Фестивальная улица подъезд к 8 с 2;1;сверка сокращённого наименования;Фестивальная ул. подъезд к 8с2
915397351;Зеленоградская улица 15 автостоянка;2;остаток после 1-й и 3-й очередей;
930931670;Проезд от ул Маршала Шапошникова до ул. Генерала Сандалова вдоль гостиницы «Аэростар»;2;остаток после 1-й и 3-й очередей;
937069970;Проезд от улицы Лихоборские Бугры до 4-го Новомихалковского проезда вдоль д.63;2;остаток после 1-й и 3-й очередей;
937167505;ул. Большая Академическая (разворотный участок от ул. Космонавта Волкова);2;остаток после 1-й и 3-й очередей;
937922589;ул. Большая Академическая (разворотный участок от ул. З. и А. Космодемьянских);2;остаток после 1-й и 3-й очередей;
942003713;Проезд от Фестивальной улицы до Храма;2;остаток после 1-й и 3-й очередей;
942735034;Проезд от ул. Черняховского до Кочновского проезда;2;остаток после 1-й и 3-й очередей;
945059477;Проезд от ОДХ «Проезд от ул Вагоноремонтная д 4 до ЛКСМиК» до въезда в физкультурно-оздоровительного центра;2;остаток после 1-й и 3-й очередей;
945154270;парковка на пересечении тимирязевской улицы и Дмитровского проезда (у торгового центра парк 11);2;остаток после 1-й и 3-й очередей;
946451160;Проезд в тупик от Новосходненского шоссе дома 28 до дома 26;2;остаток после 1-й и 3-й очередей;
947838051;Проезд от ул. Адмирала Макарова до дома 38, к. 2 по Ленинградскому шоссе;2;остаток после 1-й и 3-й очередей;
949259699;г.Москва, САО Проезд от Новосходненского шоссе дома 84 до дома 74;2;остаток после 1-й и 3-й очередей;
949261261;Проезд от Новосходненского ш. до ст.«Новоподрезково» (Верескино);2;остаток после 1-й и 3-й очередей;
949262595;Проезд от Новосходненского шоссе от дома 72 дома 74;2;остаток после 1-й и 3-й очередей;
949264400;Проезд от Ленинградского шоссе к 374 дому;2;остаток после 1-й и 3-й очередей;
949276145;Проезд от Ленинградского шоссе 296 до дома 300;2;остаток после 1-й и 3-й очередей;
951786094;Проезд от Локомотивного проезда до дома 21 (НИИ Строительной физики);2;остаток после 1-й и 3-й очередей;
969198965;Проезд от Московской аллеи до Петровско-Разумовской аллеи;2;остаток после 1-й и 3-й очередей;
972447957;Проезд вдоль Дмитровского ш. от Яхромского проезда.;2;остаток после 1-й и 3-й очередей;
972879636;Проезд от Тимирязевской до Вучетича вдоль дома 33;2;остаток после 1-й и 3-й очередей;
974240417;Проезд от Новосходненского шоссе дома 42 до дома 46 стр 12;2;остаток после 1-й и 3-й очередей;
975114306;Подъезд от Михалковской улицы к станции МЦК Коптево;2;остаток после 1-й и 3-й очередей;
999501146;Подъезд к Храму от Ленинградского шоссе;2;остаток после 1-й и 3-й очередей;
1022423476;Сигнальный проезд САО;2;остаток после 1-й и 3-й очередей;
1030392802;Проезд к МВД (район Коптево);3;точное наименование;Проезд к МВД (Коптево)
1030712239;Проезд к Грузовому автосервису, Ижорская д.6 с.9;2;остаток после 1-й и 3-й очередей;
1030965467;Подъезд от Ижорской улицы к д.8 с.2;2;остаток после 1-й и 3-й очередей;
1030969007;Подъезд от Ижорской улицы к д.8Г с.1;2;остаток после 1-й и 3-й очередей;
1031019619;Проектируемый проезд №7537;2;остаток после 1-й и 3-й очередей;
1032088176;Проектируемый проезд №8095;1;точное наименование;Проектируемый пр. №8095
1032247722;Проезд к Ленинградскому шоссе, вл. 65;2;остаток после 1-й и 3-й очередей;
1032750144;Подъезд от Путейской улицы к автомойке;2;остаток после 1-й и 3-й очередей;
1032919520;ул. Сперанского;2;остаток после 1-й и 3-й очередей;
1033299114;Керамический пр. вл.63;2;остаток после 1-й и 3-й очередей;
1058620233;ТПУ Зорге ( «Новопесчанная»);2;остаток после 1-й и 3-й очередей;
1063470058;Территория перед парком «Петра Алексеева»;2;остаток после 1-й и 3-й очередей;
1088989311;Проезд к Ленинградскому шоссе, вл. 77А, стр.1;2;остаток после 1-й и 3-й очередей;
1091126751;Проезд к Правобережной улице, вл. 1Б;2;остаток после 1-й и 3-й очередей;
1093232879;Парковка у Управы района Сокол;2;остаток после 1-й и 3-й очередей;
1095516707;Проезд между домами 24, строение 2 и 26, строение 2 по Онежской улице;2;остаток после 1-й и 3-й очередей;
1095528747;ул. Маршала Шапошникова, 37А с.4;2;остаток после 1-й и 3-й очередей;
1095555469;Ленинградское ш., д.362 А;3;ручная адресная сверка;Ленинградское ш. д.362А
1095570701;Проезд от ул.Бурцевская до пруда;2;остаток после 1-й и 3-й очередей;
1095571369;Проезд вдоль дома 10 с. 2 по улице Вучетича;2;остаток после 1-й и 3-й очередей;
1095983999;Проезд от ул. Академика Лисицина до Дмитровского ш. д. 9Бс2;2;остаток после 1-й и 3-й очередей;
1095984858;Автостоянка возле дома 38 по Беломорской улице;2;остаток после 1-й и 3-й очередей;
1095989763;Автостоянка на ул. Дыбенко напротив магазина Мираторг;2;остаток после 1-й и 3-й очередей;
1096633229;Подъезд от 3-ей Магистральной ул. к автобазе ОЭК 18 с.1;2;остаток после 1-й и 3-й очередей;
1096660389;Проезд от Смольной улицы к гаражам;2;остаток после 1-й и 3-й очередей;
1096745514;Проектируемый проезд № 6037;2;остаток после 1-й и 3-й очередей;
1096755430;Автостоянка на ул. Дыбенко напротив ЖК Левобережный;2;остаток после 1-й и 3-й очередей;
1097252516;Проезд к Дубнинскому пр. 102;2;остаток после 1-й и 3-й очередей;
1097300315;Парковка вдоль бескудниковского бульвара;2;остаток после 1-й и 3-й очередей;
1097475554;ДТС тер. «ДИКБ № 6 ДЗМ» филиал 2;2;остаток после 1-й и 3-й очередей;
1097558344;Проезд к Дубнинской улице 83А;2;остаток после 1-й и 3-й очередей;
1097581701;Автопарковка и заезды к фабрике Чайка;2;остаток после 1-й и 3-й очередей;
1098037461;улица Александра Гомелевского;2;остаток после 1-й и 3-й очередей;
1098111404;Парковка по ул. Полины Осипенко;2;остаток после 1-й и 3-й очередей;
1098294562;Проезд от Старофилинской ул до строений 6 А;2;остаток после 1-й и 3-й очередей;
1099409751;Проезд от ул. Летчика Осканова до Дубнинской ул.;2;остаток после 1-й и 3-й очередей;
1099944147;Проезд от Дмитровского шоссе до ТПУ Тимирязевская;2;остаток после 1-й и 3-й очередей;
1100186205;Подъездные пути к ЖК Любовь и голуби;2;остаток после 1-й и 3-й очередей;
1100220890;ТПУ Дмитровская Жилищник Савеловский;2;остаток после 1-й и 3-й очередей;
1101089063;Проезд между д.7 и д.9 к.1 по ул. Вучетича;2;остаток после 1-й и 3-й очередей;
1122668926;ул. Хачатуряна (САО);2;остаток после 1-й и 3-й очередей;
1167939427;ул. 800-летия Москвы от пересечения с Дубнинской ул. до пересечения с Керамическим проездом;2;остаток после 1-й и 3-й очередей;
1167941281;Бескудниковский путепровод;2;остаток после 1-й и 3-й очередей;
1167944427;Правосторонний съезд с ул. Талдомская на Путейскую ул.;2;остаток после 1-й и 3-й очередей;
1207225628;Парковка у «ПАО НПО Алмаз»;2;остаток после 1-й и 3-й очередей;
1250430885;Ленинградское шоссе вл.6;2;остаток после 1-й и 3-й очередей;
1260391006;Дорога к комплексу сооружений для очистки поверхностного стока на Новосходненском шоссе;2;остаток после 1-й и 3-й очередей;
1277470679;Дубнинская улица, д. 8 «А»;2;остаток после 1-й и 3-й очередей;
1297985345;3-я Подрезковская улица, школа;2;остаток после 1-й и 3-й очередей;
1320389092;Территория у станции метро Полежаевская (пп №5488);3;сверка сокращённого наименования;Территория у метро Полежаевская
1323200869;Проезд от Хорошевского ш. к ЖК Династия;3;точное наименование;Проезд от Хорошевского ш. к ЖК Династия
1323990853;Продольная аллея;2;остаток после 1-й и 3-й очередей;
1324082717;Проезд к д. 49, к.1 по Дмитровскому шоссе;2;остаток после 1-й и 3-й очередей;
1324244810;Автопарковка (Хорошевское шоссе 43 стр.1);2;остаток после 1-й и 3-й очередей;
1324262183;Автопарковка напротив д. 1 А по улице Линии Октябрьской Железной Дороги;2;остаток после 1-й и 3-й очередей;
1324732280;Автопарковки (Дмитровское ш. 107Д);2;остаток после 1-й и 3-й очередей;
1324732294;Автопарковки (Дмитровское ш. 107);2;остаток после 1-й и 3-й очередей;
1324743203;Автостоянка на пересечении Дмитровского шоссе и Локомотивного проезда;2;остаток после 1-й и 3-й очередей;
1324772152;Автопарковка (Савеловская эстакада);2;остаток после 1-й и 3-й очередей;
1325004066;Проектируемый проезд № 7965;2;остаток после 1-й и 3-й очередей;
1325005215;Подъезд к Охтинский проезд, 6;2;остаток после 1-й и 3-й очередей;
1325035243;Подъезд к 2-я улица Новосёлки, 5;2;остаток после 1-й и 3-й очередей;
1325069263;Территория по улице Мелькисаровская 2 с2;2;остаток после 1-й и 3-й очередей;
1325071078;Объездная дорога у поселка Мелькисарово;2;остаток после 1-й и 3-й очередей;
1325097032;Проезд от Ходынского бульвара к ЖК Лайнер;3;сверка сокращённого наименования;Проезд от Ходынского бул. к ЖК Лайнер
1325097142;Проезд от ул. Авиаконструктора Микояна к ЖК Лайнер;2;остаток после 1-й и 3-й очередей;
1325097190;Автопарковка (ул. Верхняя Масловка, 20с1);2;остаток после 1-й и 3-й очередей;
1325125081;Автопарковки по 80 км МКАД;2;остаток после 1-й и 3-й очередей;
1325127964;проезд от Лобненской до Ангарской;2;остаток после 1-й и 3-й очередей;
1325129225;Проезд от ул. Приорова до ул. Клары Цеткин;2;остаток после 1-й и 3-й очередей;
1325130165;Подъезд к дому 5А по Старокоптевскому переулку;2;остаток после 1-й и 3-й очередей;
1325309435;Автопарковка вдоль Кочновского пр. 4;2;остаток после 1-й и 3-й очередей;
1325309469;Проезд от ул. Юрия Никулина;2;остаток после 1-й и 3-й очередей;
1325311400;Автопарковка напротив д. 13 А по ул. Поленова;2;остаток после 1-й и 3-й очередей;
1325315786;Проезд от улицы Зорге к дому 36;2;остаток после 1-й и 3-й очередей;
1325339246;Проезды от 3-го Лихачевского переулка до предприятий;2;остаток после 1-й и 3-й очередей;
1325839481;Проезд между домами 13 и 15 с.2 по 4-му Лихачевскому переулку;2;остаток после 1-й и 3-й очередей;
1326265095;Проектируемый проезд № 3526А;2;остаток после 1-й и 3-й очередей;
1331614005;Технологическая часть ТПУ на станции метро Верхние Лихоборы;2;остаток после 1-й и 3-й очередей;
1334361572;Проезд вдоль станции метро Лианозово;2;остаток после 1-й и 3-й очередей;
